text,translated_te,lang,id,polarization,political,racial/ethnic,religious,gender/sexual,other,stereotype,vilification,dehumanization,extreme_language,lack_of_empathy,invalidation
নতুন কারিকুলাম এর শিক্ষা ব্যবস্থা ভবিষ্যৎ জাতির নৈতিকতা ধ্বংসের প্রধান কারণ আসলে ক্ষমতা চিরকাল থাকে না প্রকৃতির কিছু নিয়ম থাকে একদিন না একদিন ঠিকই বুঝবেন এই শিক্ষা ব্যবস্থা মুসলিম কোন দেশের জন্য হতে পারে না এই শিক্ষা ব্যবস্থা মনুষত্ববোধ জাতি গঠন করতে পারবেনা,"కొత్త పాఠ్యాంశాల వ్యవస్థ, భవిష్యత్ తరాల నైతికతను నాశనం చేసే ప్రధాన కారణం. నిజానికి, అధికారం ఎప్పటికీ ఉండదు. ప్రకృతి కొన్ని నియమాలు ఉంటాయి. ఒకరోజు తప్పకుండా, ఈ విద్యారంగం ముస్లిం దేశాలకు అనుకూలంగా ఉండదు. ఈ విద్యారంగం మానవత్వాన్ని, సమాజాన్ని నిర్",ben,ben_1587798b0f4e1a32e7fee68462e1ec07,1,0,0,1,0,0,0,1,0,1,0,1
মূল্য কত আল্লার মাল আল্লাহ নিলে মানুষ কেন মূল্য দেবে আর দেবার কি ই বা ক্ষমতা রাখে কথা একটু হুসে বল মালবেশী পেটে পরেছে নাকি,"ధర ఎంత? దేవుడు ఇస్తే, ఎందుకు మనుషులు దాని కోసం డబ్బు చెల్లించాలి? వారికి ఆ డబ్బు చెల్లించే శక్తి కూడా ఉండదు. బహుశా, వారు ఎక్కువ డబ్బు సంపాదించడానికి ప్రయత్నిస్తున్నారేమో.",ben,ben_f7fd2e377027f45e3efa9b897d251030,1,0,0,1,0,0,0,1,0,1,0,0
কথা পরিষ্কার ফেসবুকের বাহবা কিংবা ট্রলের উপর ভিত্তি করে ইসলামি আন্দোলন রাজনীতি করে না তাঁরা তাঁদের লক্ষবস্তু ও নীতি আদর্শের উপর ভিত্তি করে পরিকল্পনা অনুযায়ী রাজনীতি করে,"వారు సాధారణంగా, ఫేస్‌బుక్ ప్రభావం లేదా ట్రోలింగ్‌ ఆధారంగా ఇస్లామిక్ ఉద్యమం రాజకీయాలు చేయరు. వారు తమ లక్ష్యాలు మరియు సూత్రాల ఆధారంగా ప్రణాళిక ప్రకారం రాజకీయాలు చేస్తారు.",ben,ben_efd63229e97bd70cd520ca43c63498da,1,1,0,1,0,0,0,0,0,0,0,1
আবূ বাক্রাহ্ রাঃ থেকে বর্ণিতঃ তা হল নবী সাল্লাল্লাহু আলাইহি ওয়া সাল্লামএর নিকট যখন এ খবর পৌছল যে পারস্যের লোকেরা কিস্রার মেয়েকে তাদের শাসক নিযুক্ত করেছে তখন তিনি বললেনঃ সে জাতি কখনো সফলকাম হবে না যারা তাদের শাসনভার কোন স্ত্রীলোকের হাতে অর্পণ করে ফুটনোটঃ ১৬০ মুসলমানরা যদি সফলতা পেতে চায় তবে তাদেরকে অবশ্যই নারী নেতৃত্ব পরিহার করতে হবে সহিহ বুখারী হাদিস নং ৭০৯৯ হাদিসের মান সহিহ হাদিস,"అబు బక్కర్ (ర.అ.) చెప్పిన కథ: ప్రవక్త (సల్లAllahu 'alaihi ওয়াসల్లం)కు, పర్షియన్ ప్రజలు కీసరను తమ పాలనలో నియమించారని తెలియగానే, ఆయన ఇలా అన్నారు: ""ఆ జాతి, తమ పాలనను స్త్రీల చేతుల్లోకి అప్పగించే వారు, ఎ",ben,ben_b52045d767dcd97778ca6109c93a7d02,1,0,0,0,1,0,1,0,0,0,0,1
আসলেই কি রোজার উদ্দেশ্য এমন যে বেপর্দা খোলামেলা হয়ে পুরো পরিবার নিয়ে হৈহুল্লোড় করে রেস্টুরেন্টে গিয়ে সেহেরি খেয়ে কোন রকমের নামাজ কালামের তোয়াক্কা না করে শুধু উপোষ করা,"వాస్తవానికి, రోజాయాత్ర యొక్క ఉద్దేశం ఏమిటంటే, పూర్తిగా బహిరంగంగా, కుటుంబంతో కలిసి రెస్టారెంట్‌కు వెళ్లి, షేరి తిని, ప్రార్థనలు లేకుండా కేవలం ఉపవాసం చేయడం.",ben,ben_03e3287f9d54365e9efaa765f1391691,1,0,0,1,0,0,1,0,0,0,1,1
"Es gibt bereits vereinzelte Einsätze von Bodentruppen in Gaza.
 
 @URL","గజాలో నేల దళాల నుండి కొన్ని ప్రత్యేక దళాలు ఇప్పటికే పనిచేస్తున్నాయి.

@URL",deu,deu_af0b4794d9566fadd727c4a0a173d10a,0,0,0,0,0,0,0,0,0,0,0,0
Lass dich nicht aufhalten. Es gibt eine ukrainische Fremdenlegion. Da kannst du dich melden.,ఆపకండి. ఇక్కడ ఒక ఉక్రేనియన్ విదేశీ సైన్యం ఉంది. మీరు ఇక్కడ సహాయం పొందవచ్చు.,deu,deu_220c845cb494ff36c74c625687221d42,0,0,0,0,0,0,0,0,0,0,0,0
Klingt für mich nach Long COVID,నాకు ఇది లాంగ్ కోవిడ్ అని అనిపిస్తోంది.,deu,deu_1e5ac7101d1c2edafb124f1db4c11d2f,0,0,0,0,0,0,0,0,0,0,0,0
Wenn ich schon wieder dieses Woke lese. Der AfD ist sogar unser Grundgesetz zu Woke. Hört auf das Wort so inflationär zu gebrauchen.,"నేను మళ్లీ ఈ ""వోక్"" గురించి చదివేటప్పుడు, ఆఫ్‌డి (AfD) మా రాజ్యాంగంలో కూడా ఈ భావనను ప్రవేశపెట్టడానికి ప్రయత్నిస్తోంది. ఈ పదాన్ని చాలా ఎక్కువగా వాడటం మానేయండి.",deu,deu_c3ca4a9dea1266a3473dced59e8ab25e,0,0,0,0,0,0,0,0,0,0,0,0
"Auch eine Schilddrüsenunterfunktion schwächt das Immunsystem. 
 TSH, fT3 und fT4 Wert testen lassen, falls sie noch andere Symptome einer Unterfunktion hat","అదేవిధంగా, థైరాయిడ్ గ్రంథి పనితీరు సరిగా లేకపోవడం రోగనిరోధక వ్యవస్థను బలహీనపరుస్తుంది. మీరు ఇతర లక్షణాలను కలిగి ఉంటే, TSH, fT3 మరియు fT4 స్థాయిలను పరీక్షించుకోవడం మంచిది.",deu,deu_974dd2920d18d803e6802674d6a96fc3,0,0,0,0,0,0,0,0,0,0,0,0
CO2 ist gut für Pflanzen,CO2 మొక్కలకు చాలా మంచిది.,deu,deu_cec21b8b3efa41282a3e4dc6682d1cc2,0,0,0,0,0,0,0,0,0,0,0,0
Wann war die letzte Anti-Islamismus-Demo?,ఇటీవలి ఇస్లాం వ్యతిరేక నిరసన ఎప్పుడు జరిగింది?,deu,deu_cb726ece5c5d977e875c5dece45835f6,0,0,0,0,0,0,0,0,0,0,0,0
wurde heute von der katze geweckt 🥰,నేడు పిల్లి ద్వారా మేల్కొన్నాను 🥰,deu,deu_634061dd497056466fd7926eb47ed8ab,0,0,0,0,0,0,0,0,0,0,0,0
Klopapier! Seit Corona gönn ich mir Luxus,"క్లాప్ పేపర్! కోరోనా తరువాత, నేను నా కోసం ఒక విలాసవంతమైన వస్తువును కొనుగోలు చేస్తున్నాను.",deu,deu_50fddbe32551163d735c7a55559def92,0,0,0,0,0,0,0,0,0,0,0,0
"Ja, muss schon wieder Zeit für 5G-Impfung sein","అవును, మళ్లీ 5G టీకా కోసం సమయం ఆసన్నమైంది.",deu,deu_6aeb186a5a0ba8017fb5cc59a5c1d83f,0,0,0,0,0,0,0,0,0,0,0,0
Gibt sogar recht viele Ex-Muslime. Alles sehr vernünftige Leute.,వాస్తవానికి చాలా మంది ముస్లింల నుండి విడిపోయిన వ్యక్తులు ఉన్నారు. వీరంతా చాలా తెలివైన వ్యక్తులు.,deu,deu_5c26e3769fa46ce9284ba55a5db1cea8,1,0,0,1,0,0,0,0,0,0,0,1
"Das sind keine Extremisten sondern relativ normale Muslime. Extremisten ziehen in den Krieg und enthaupten ""Ungläubige"" (meistens andere Muslime). Normale haben Muslime nur eine strenge Sexualmoral sowie hier.","ఇది తీవ్రవాదులు కాదు, సాధారణ ముస్లింలు. తీవ్రవాదులు యుద్ధంలో పాల్గొంటారు మరియు ""విశ్వాసులను"" (చాలా సందర్భాలలో ఇతర ముస్లింలను) చంపేస్తారు. సాధారణ ముస్లింలు కూడా కఠినమైన లైంగిక నైతిక నియమాలు పాటిస్తారు.",deu,deu_7fbd93adf06e7036c06fd2d4e4fd50ab,1,1,0,1,0,0,1,1,1,0,0,1
"Nö, aber alle im Ausland lebenden nationalistischen Türken sind irgendwie nach Definition im Ausland lebende Türken und um die wird es vermutlich auch in Threads gehen wo sich einheimische Türken über ""Gurbetçi"" aufregen","లేదు, కానీ విదేశాలలో నివసించే జాతీయవాద టర్క్‌లు, నిర్వచనం ప్రకారం విదేశాలలో నివసించే టర్క్‌లే, మరియు ఈ అంశంపై స్థానిక టర్క్‌లు ""గర్బెట్సి"" గురించి అభిప్రాయాలను వ్యక్తం చేసే థ్రెడ్‌లలో చర్చలు జరగవచ్చు.",deu,deu_baaf292debc0c8b144e9bbad27164f0e,1,1,1,0,0,0,1,1,0,1,0,1
"Was laberst du?
 
 Aufgrund des extrem schnellen Bevölkerungswachstums in größtenteils muslimischen Ländern wird der Anteil der Muslime an der Weltbevölkerung bis 2050 um ca. 5 Prozentpunkte steigen, während der Anteil der Konfessionslosen an der Weltbevölkerung sinkt.
 
 @URL","మీరు ఏమి చేస్తున్నారు?

చాలా వరకు ముస్లిం దేశాలలో వేగవంతమైన జనాభా పెరుగుదల కారణంగా, 2050 నాటికి ప్రపంచ జనాభాలో ముస్లింల శాతం సుమారు 5 శాతం పాయింట్ల పెరుగుతుంది, అయితే మతపరంగా కాని వ్యక్తుల శాతం తగ్గుతుంది.
@URL",deu,deu_6c7235cb9c64cd65b8d2e88a1d09dcb2,1,1,1,1,0,0,1,0,0,1,0,1
"Kriegstreiber! Auch ihr, die Propagandapresse!!!","యుద్ధాన్ని ప్రేరేపించేవారు! అంతేకాకుండా, ప్రచారం చేసే మీడియా కూడా!",deu,deu_db31993b66196db649d0c5031ddc08b3,1,1,0,0,0,1,1,1,0,1,0,1
Steuerzahler und Juden,పన్ను చెల్లిస్తున్నవారు మరియు యూదులు,deu,deu_e1c991b613cfbd9f8b58591e03032c7b,1,0,1,1,0,0,1,0,1,0,0,0
Ja die Türken leiden sehr stark unter ihrem links grün versifften Erdogan. Muss man wissen. :D,"అవును, టర్కీ ప్రజలు ఎర్డోగన్ యొక్క ఎడమ వైపున ఉన్న ఆకుపచ్చ రంగుల పాలనలో తీవ్రంగా బాధపడుతున్నారు. ఇది తెలుసుకోవడం ముఖ్యం. :D",deu,deu_c11a90ff2783b27b686b87b2f7d45648,1,1,1,0,0,1,1,1,0,1,1,0
Die Klima Armee Fraktion wird kommen.,వాతావరణ దళ వర్గం రాబోతోంది.,deu,deu_00d194407ca9e342d3970b1119026f53,1,1,0,0,0,1,1,1,0,0,0,1
"Das klingt als wuerdest du hier ein Feminismus-Gotcha aus deiner Wahrnehmung ableiten wo objektiv keines ist. Ich hab noch nie jemandes ernsthaft behauten hoeren das speziell Frauen Kriegstreiber sind, eher das Gegenteil.","ఇది, మీరు ఇక్కడ ఒక స్త్రీవాద సిద్ధాంతాన్ని రూపొందిస్తున్నట్లు అనిపిస్తుంది, దీనిలో వాస్తవానికి ఎటువంటి ఆధారాలు లేవు. నేను ఎప్పుడూ ఎవరైనా ప్రత్యేకంగా మహిళలు యుద్ధానికి కారణమని చెప్పినట్లు వినలేదు, బదులుగా దీనికి వ్యతిరేకంగా విన్నాను.",deu,deu_81bb3b7698aee91f5a25309aec92705a,1,1,0,0,1,0,1,0,0,1,0,0
"Denk ich nicht, nein. Migration ist deren Kernthema.","నా అభిప్రాయం ప్రకారం, వలస అనేది వారి ప్రధాన అంశం.",deu,deu_c95ea243b5ba4bb4e51e13b0ae57b363,1,1,0,0,0,0,1,0,0,0,0,0
The EU is increasing military aid to Ukraine to one billion euros the press release on the website of the Council of Europe.,"యూరోపియన్ యూనియన్, యూక్రెయిన్‌కు సైనిక సహాయాన్ని ఒక బిలియన్ యూరోలుగా పెంచుతున్నట్లు యూరోపియన్ కౌన్సిల్ వెబ్‌సైట్‌లోని ప్రకటనలో పేర్కొనబడింది.",eng,eng_dbcee818b240e8ea82a37e5530738aa7,0,0,0,0,0,0,0,0,0,0,0,0
House drafts bill to strike Iran proxies amid IsraelHamas,"ఇజ్రాయెల్-హమాస్ సంఘర్షణ నేపథ్యంలో, ఇరాన్ యొక్క అనుబంధ సంస్థలను లక్ష్యంగా చేసుకునే ఒక బిల్లును ప్రభుత్వం రూపొందిస్తోంది.",eng,eng_0fe6a37502da8f89af480449d5352c7f,0,0,0,0,0,0,0,0,0,0,0,0
Contested races across county early voting,పట్టణంలో ప్రారంభ ఓటింగ్ సమయంలో జరిగిన వివాదాస్పద ఎన్నికలు,eng,eng_8cec277cafb320e79bf8ed5632529b9d,0,0,0,0,0,0,0,0,0,0,0,0
Dem bill would hold West Bank settlers accountable for violence Doubt it,"ఈ బిల్లు, వెస్ట్ బ్యాంక్ నివాసితుల హింసకు బాధ్యులని నిర్ధారించే అవకాశం ఉంది. కానీ, నాకు దానిపై నమ్మకం లేదు.",eng,eng_b1493ef1e1a5e3109d8a211a28283ee8,0,0,0,0,0,0,0,0,0,0,0,0
Local woman gets a death threat after flying Trump MAGA,"స్థానిక మహిళ, ట్రంప్ యొక్క ""మాగా"" ని ధరించిన తర్వాత, ప్రాణహాని పొందింది.",eng,eng_a5f34a5db504fc4801152156897b2c4d,0,0,0,0,0,0,0,0,0,0,0,0
"Unmask ChildrenParents rights, energy, and border security.","పిల్లల హక్కులు, విద్య, మరియు సరిహద్దు భద్రతను వెల్లడించండి.",eng,eng_e64dd63e2617db24911756703daab1e5,0,0,0,0,0,0,0,0,0,0,0,0
All in the Family: Sheriff's Son Is New DPS Officer,కుటుంబ సభ్యులంతా: షెరీఫ్ కుమారుడు కొత్త డీపీఎస్ అధికారి,eng,eng_4b0f94e8114dea01d392718b9155ffca,0,0,0,0,0,0,0,0,0,0,0,0
"The House passed another 40B military aid package to Ukraine, wheres the money coming from?????","రాజ్యం, ఉక్రెయిన్‌కు మరో 40 బిలియన్ డాలర్ల సైనిక సహాయం ప్యాకేజీని ఆమోదించింది, అయితే ఈ నిధులను ఎక్కడ నుండి పొందుతున్నారు?????",eng,eng_e80c2aecafed1214a46fe717849d4a3f,0,0,0,0,0,0,0,0,0,0,0,0
Republicans weigh expelling Matt Gaetz after booting,"రిపబ్లికన్లు, మాట్ గేట్ను తొలగించిన తరువాత, వారిని తొలగించాలా వద్దా అనే దానిపై చర్చలు జరుపుతున్నారు.",eng,eng_843d17145a0ce9d2f24b5edee13bf07f,0,0,0,0,0,0,0,0,0,0,0,0
Find yourself a west bank settler gf,మీకు వెస్ట్ బ్యాంక్‌కు చెందిన అమ్మాయిని కనుగొనండి.,eng,eng_face0db614834c005d03b3f41a56a317,1,1,0,0,1,0,1,1,0,0,0,0
Fascist oligarchs now control the USA,ఫాసిస్ట్ ధనవంతులు ఇప్పుడు అమెరికాను నియంత్రిస్తున్నారు.,eng,eng_d64ce581999394ad8671158997d519e2,1,1,0,0,0,0,0,1,0,1,0,0
Someone end this lunatic before he starts ethnic cleansing,"ఎవరైనా ఈ పిచ్చి వ్యక్తిని ఆపాలి, అతను జాతిపరమైన శుద్ధి కార్యక్రమాన్ని ప్రారంభించే ముందు.",eng,eng_e1b7927c76815ff63828dbe2843ad332,1,1,1,0,0,0,1,1,0,1,0,0
Hi apartheid state the one and only remaining 1.,"హాయ్, అపార్ట్‌హెయిడ్ రాజ్యం, ఇది ప్రస్తుతం ఉన్న ఏకైక రాజ్యం.",eng,eng_8193da8f814c3173b58f21e0c22b12bd,1,1,1,0,0,0,0,1,0,0,1,0
"When I hear things like ""stooge for Russian aggression"" I know who the real stooge is","""రష్యా దాడికి సహకరిస్తున్న వ్యక్తి"" వంటి విషయాలు విన్నప్పుడు, ఎవరు నిజంగా సహకరిస్తున్నారో నాకు తెలుస్తుంది.",eng,eng_8e68a7bcc441b11607d43610e9aaa674,1,1,0,0,0,1,1,1,0,0,1,1
Its no coincidence that today because of these progressive policies we now have an open air drug market. Hmmmm,"ఈ ఆధునిక విధానాల కారణంగానే, ఈ రోజు మనం బహిరంగంగా డ్రగ్ మార్కెట్‌ను కలిగి ఉన్నాము. ఇది యాదృచ్ఛికం కాదు.",eng,eng_7e428780a79c97c3962859653d5ab4fc,1,1,0,0,0,0,0,1,0,0,0,1
Go to democrats and sabotage democrats.,"ప్రజావాదుల వైపు వెళ్లి, వారిని దెబ్బతీయండి.",eng,eng_e5f7bbe9819815896375867f1e16b30c,1,1,0,0,0,0,0,0,0,1,0,0
"Does that cover lies about a stolen election, Gym?","గైమ్, దొంగిలించబడిన ఎన్నికల గురించి అబద్ధాలు చెప్పడం దీనిలో కవర్ అవుతుందా?",eng,eng_e4ad4dcd3f8aecd9aa574e5d8c931b6c,1,1,0,0,0,0,0,0,0,0,1,1
Apparently the Hamas attack was the weathers fault.,"అప్పట్లో, హమాస్ దాడి వాతావరణ పరిస్థితుల వల్ల జరిగిందని భావించారు.",eng,eng_35a04a21a59c23f14cd1487562c8601f,1,1,1,0,0,0,0,1,1,0,0,1
November 3rd was a stolen election,నవంబర్ 3వ తేదీన జరిగిన ఎన్నికలు దొంగిలించబడ్డాయి.,eng,eng_02fdc210c75b2ec254444748b32406bb,1,1,0,0,0,0,0,0,0,1,0,1
Defund the Castleton Police Department DefundThePolice,కాస్టల్టన్ పోలీసు విభాగానికి నిధులు తగ్గించండి.,eng,eng_adb1551027c430f08591f12c666f682a,1,1,0,0,0,0,0,0,0,1,0,0
guerra? que guerra? es una invasion,యుద్ధమా? ఏ యుద్ధమా? ఇది ఒక దండయాత్ర.,spa,spa_a030ad2aac1640b3a98391b493ed8fbd,0,0,0,0,0,0,0,0,0,0,0,0
"fake, el personaje es de ascendencia judia","మోసపూరితమైనది, ఈ పాత్ర యూదు మూలానికి చెందినది.",spa,spa_91344d487dc61131938f2d55f945b587,0,0,0,0,0,0,0,0,0,0,0,0
guerra mundial? solo hay paises en guerra no es mundial.,"ప్రపంచ యుద్ధమా? ప్రస్తుతం యుద్ధంలో ఉన్న దేశాలు మాత్రమే ఉన్నాయి, ఇది ప్రపంచ యుద్ధం కాదు.",spa,spa_f83d7c4f77374c71d7158c76d2286218,0,0,0,0,0,0,0,0,0,0,0,0
"cierto, porque tenian un presidente decente y el lobby judio era precisamente el perseguido.","ఖచ్చితంగా, ఎందుకంటే వారికి ఒక మంచి అధ్యక్షుడు ఉన్నారు మరియు యూదుల వర్గం కూడా లక్ష్యంగా చేసుకున్నారు.",spa,spa_5adf74a88b68c5ee6ecd87e001fa9346,0,0,0,0,0,0,0,0,0,0,0,0
normal si tu es un musulman,"మీరు ముస్లిం అయితే, ఇది సాధారణమైనది.",spa,spa_545374cd79f6fb29be74bfeb70110eb9,0,0,0,0,0,0,0,0,0,0,0,0
la escuela feminista de pintura,స్త్రీవాద చిత్రకళ పాఠశాల,spa,spa_4c6ccdc656f725b2cf621cfd216589e3,0,0,0,0,0,0,0,0,0,0,0,0
la cancion que me representa ahora que estoy deportado de los estados unidos.,"నేను ఇప్పుడు అమెరికా నుండి బహిష్కరించబడినందున, నన్ను సూచించే పాట.",spa,spa_8fa90720a705f56696662142e5dbeb0a,0,0,0,0,0,0,0,0,0,0,0,0
"claudia es judia, que no manche","క్లాడియా యూదు, ఆమెకు ఎలాంటి సమస్యలు లేవు.",spa,spa_fe0ab7d136c6bf3dd599f26046c4e55b,0,0,0,0,0,0,0,0,0,0,0,0
"cualquier guerra es ridicula.
cualquier guerra mundial es mundialmente ridicula.","ఏ యుద్ధం అయినా హాస్యాస్పదంగా ఉంటుంది.
ప్రపంచవ్యాప్తంగా జరిగే ఏ యుద్ధం అయినా ప్రపంచవ్యాప్తంగా హాస్యాస్పదంగా ఉంటుంది.",spa,spa_abe7670e9f89bd111bae37c19861b535,0,0,0,0,0,0,0,0,0,0,0,0
alguien mas ha leido zorra con patatas?,"""జోర్రా కాన్ పాటాస్"" అనే పుస్తకాన్ని ఎవరైనా చదివారా?",spa,spa_68df635f9c7e1e7b5c23dc34e34cb524,0,0,0,0,0,0,0,0,0,0,0,0
"aypordios que llorera. martinez ares, feminista del ano ya.","""ఆమె కన్నీళ్లు ప్రవహిస్తున్నాయి. మర్టినెజ్ అరేస్, ఒక మహిళావాది.""",spa,spa_c8d2df5438d47454f111ebb59b913dbd,1,1,0,0,1,0,0,1,0,0,1,0
"desde que me entere que ese termino ""toxico algo"" es una invencion evangelica ya no lo uso, cuidado que esconde discursos de odio","నేను ""టాక్సిక్"" అనే పదం ఒక క్రీస్తు సంబంధిత ఆవిష్కరణ అని తెలుసుకున్నప్పటి నుండి, నేను దానిని ఉపయోగించడం లేదు. ఇది ద్వేషపూరిత ప్రసంగాలను దాచిపెడుతుందని గుర్తుంచుకోండి.",spa,spa_10cbf64b67679865c1613ea9ae6b7aa6,1,1,0,1,0,0,1,1,0,0,0,0
cualquier vago se hace pastor evangelico,"ఎవరైనా అనాసక్తిగా ఉంటే, వారు ఇవాంజెలిక్ పాస్టర్ అవుతారు.",spa,spa_09640b2f43e678e7bc6b0235e3630ecf,1,0,0,1,0,1,1,1,0,0,0,0
la reina de la corrupcion!,అక్రమతకు రాణి!,spa,spa_485e691e2c03ff591abc2d15b6ec53a0,1,1,0,0,0,1,0,1,0,0,0,1
a vos? trolita evangelica,మీకు తెలుసా? ఎవాంజెలిక్ ట్రోలిటా,spa,spa_4f3bd04235b739571ffd89d201ea23ab,1,0,0,1,0,0,0,1,0,0,0,0
"argentino y judio, bastante castigo de dios tienes tu ya.","అర్జెంటీనాకు చెందిన యూదు, మీరు ఇప్పటికే దేవుని శిక్షను అనుభవిస్తున్నారు.",spa,spa_c93249fc5ffeec389d061df56ad065f5,1,1,1,1,0,0,1,1,0,0,0,0
tan enfermo estas . indio,మీరు ఎంతగా అనారోగంగా ఉన్నారు.,spa,spa_69cb5d95af9aa1b27f47f369606c5eb0,1,0,1,0,0,0,1,1,0,0,1,0
judio zionista traidor de cristo sos el anticristo.,"యేసును మోసం చేసే, దేవునికి వ్యతిరేకమైన, శత్రువు అయిన యూదు జెనోసిస్ట్.",spa,spa_41e6c71aed1b1de00fb1489d643120ad,1,1,1,1,0,0,1,1,0,1,0,0
orgulloso de sacarle la conchetumare a un pastor evangelico por meterse en weas que no debia.,"ఒక ప్రొఫెషనల్ ఈవంగెలిక్ పాస్టర్, వారు చేయకూడని పని చేయడానికి ప్రయత్నించినందుకు వారిని తిట్టడానికి నేను గర్విస్తున్నాను.",spa,spa_1eee8fa1b9a108964a14e7b76ea8d6bb,1,0,0,1,0,0,0,1,1,1,0,0
la zorra al cuidado de las gallinas. pais de mierda.,గుర్గలలు కోళ్ళను జాగ్రత్తగా చూసుకుంటున్నాయి. ఇది ఒక చెత్త దేశం.,spa,spa_eb39eaf1ee83e429b4de1e567509e8ac,1,1,0,0,1,1,1,1,1,1,0,0
تو کنگره‌ی ۱۱۵، جلسه گذاشتن که بررسی کنن روسیه چجوری تو انتخابات دخالت کرده بود، جلوی کمیته اطلاعات سنا,"115వ సభలో, రష్యా ఎన్నికల్లో ఎలా పాల్గొంది, మరియు సెనేట్ యొక్క సమాచార కమిటీ ముందు దీనిని పరిశీలించడానికి ఒక సమావేశం జరిగింది.",fas,fas_136f18773afa57a5a49e44f4d94a5fc8,0,0,0,0,0,0,0,0,0,0,0,0
روایت پناهندگانی که توی بویزی خونه پیدا کردن ( از  نشریه),బోయిసిలో నివసించే వలసదారుల కథ (ప్రచురణ నుండి),fas,fas_460edbb025b26bfff97ac79613b64e11,0,0,0,0,0,0,0,0,0,0,0,0
فینسترا داره دربارهٔ اکثریت جدید جمهوری‌خواه‌ها تو مجلس حرف می‌زنه، همون گزارشِ مجله‌ی آیوا نورت‌وست.,"ఫిన్‌స్ట్రా, ఐవా నార్త్‌వెస్ట్ మ్యాగజైన్‌లో ప్రచురించిన నివేదిక ఆధారంగా, కొత్తగా ఎన్నికైన రిపబ్లికన్ సభ్యుల గురించి మాట్లాడుతున్నారు.",fas,fas_4cf6de38d224d8ae45c5aff35b020134,0,0,0,0,0,0,0,0,0,0,0,0
یه زن محلی وقتی پرچم ترامپ و MAGA رو زده بود، تهدید به مرگ شد.,"ఒక స్థానిక మహిళ, ట్రంప్ మరియు MAGA జెండాలను ప్రదర్శించినప్పుడు, ప్రాణహాని ఎదుర్కొంది.",fas,fas_b27d7f136ae8936f54158ba73a697265,0,0,0,0,0,0,0,0,0,0,0,0
کسی هست که بتونه ترامپ رو تو آیووا شکست بده؟,ట్రాంప్‌ను అయోవాలో ఓడించగల వ్యక్తి ఎవరైనా ఉన్నారా?,fas,fas_aaae9200e5c0d2d4e07f8f33e725f60d,0,0,0,0,0,0,0,0,0,0,0,0
نه به ماسک برای بچه‌ها؛ آره به حقوق والدین، انرژی، و امنیت مرزها,"పిల్లల కోసం మాస్క్‌లు కాదు; తల్లిదండ్రుల హక్కులు, శక్తి మరియు సరిహద్దుల భద్రతకు ప్రాధాన్యత ఇవ్వాలి.",fas,fas_43dfa404377cc903701aca0164ae211c,0,0,0,0,0,0,0,0,0,0,0,0
همه‌چی در خانواده می‌مونه: پسر کلانتر افسر جدید اداره امنیت شد,ఇదంతా కుటుంబానికి సంబంధించినది: పెద్ద కుమారుడు కొత్త భద్రతా అధికారిగా నియమితులయ్యాడు,fas,fas_253a562dd74a4c05d4ec67871af604ed,0,0,0,0,0,0,0,0,0,0,0,0
مجلس یه بسته کمک نظامی ۴۰ میلیارد دلاری دیگه برای اوکراین تصویب کرد؛ پولش دقیقاً از کجا میاد؟؟؟,"అమెరికా, మరో 40 బిలియన్ డాలర్ల సైనిక సహాయ ప్యాకేజీని ఉక్రెయిన్‌కు ఆమోదించింది; ఈ డబ్బు ఎక్కడి నుండి వస్తుంది???",fas,fas_721be7754ed96f09e8fe612e59f47812,0,0,0,0,0,0,0,0,0,0,0,0
بعد از اخراج اخیر، جمهوری‌خواهان در فکر اخراج مت گیتس هستند,"ఇటీవల గెట్స్ను తొలగించిన తరువాత, రిపబ్లికన్లు ఇప్పుడు గెట్స్ను కూడా తొలగించాలని ఆలోచిస్తున్నారు.",fas,fas_69adc0fd01f4b8634e9069ea1ef38bed,0,0,0,0,0,0,0,0,0,0,0,0
طبق برنامه، ناتو مسئولیت هماهنگی کمک‌های نظامی غرب به اوکراین رو از آمریکا تحویل گرفته — به گفته‌ی یک منبع، این اقدام برای محافظت از این روند حمایتی در برابر رئیس‌جمهور منتخب آمریکا، دونالد ترامپ، که به ناتو بدبین هست، انجام شده.,"ప్రణాళిక ప్రకారం, నాటో, అమెరికా నుండి ఉక్రెయిన్‌కు సైనిక సహాయాలను సమన్వయం చేసే బాధ్యతను తీసుకుంది. ఒక వనరు ప్రకారం, ఈ చర్య, ఉక్రెయిన్‌కు మద్దతును కాపాడటానికి, అమెరికా అధ్యక్షుడు ఎంపికైన డొనాల్డ్ ట్రంప్‌ను, అతను నాటో",fas,fas_a73ada7e9e725a8276694e39975191f7,0,0,0,0,0,0,0,0,0,0,0,0
پس فرستادن کمک نظامی به اوکراین را چه می‌نامید؟,ఉక్రెయిన్‌కు సైనిక సహాయం పంపడాన్ని మీరు ఎలా పిలుస్తారు?,fas,fas_7716865d9581541b0cd1e5f18ff43135,1,1,0,0,0,0,0,0,0,0,1,0
ظاهراً حملهٔ حماس تقصیر هوا بوده!,అప్పట్లో హమాస్ దాడికి కారణం వాతావరణం అని తెలుస్తోంది!,fas,fas_11430a5d082754eb1387c0502fc06111,1,1,1,0,0,0,0,1,1,0,1,0
