text,translated_te,lang,id,polarization,political,racial/ethnic,religious,gender/sexual,other,stereotype,vilification,dehumanization,extreme_language,lack_of_empathy,invalidation
tan enfermo estas . indio,మీరు ఎంతగా అనారోగంగా ఉన్నారు.,spa,spa_69cb5d95af9aa1b27f47f369606c5eb0,1,0,1,0,0,0,1,1,0,0,1,0
judio zionista traidor de cristo sos el anticristo.,"యేసును మోసం చేసే, దేవునికి వ్యతిరేకమైన, శత్రువు అయిన యూదు జెనోసిస్ట్.",spa,spa_41e6c71aed1b1de00fb1489d643120ad,1,1,1,1,0,0,1,1,0,1,0,0
orgulloso de sacarle la conchetumare a un pastor evangelico por meterse en weas que no debia.,"ఒక ప్రొఫెషనల్ ఈవంగెలిక్ పాస్టర్, వారు చేయకూడని పని చేయడానికి ప్రయత్నించినందుకు వారిని తిట్టడానికి నేను గర్విస్తున్నాను.",spa,spa_1eee8fa1b9a108964a14e7b76ea8d6bb,1,0,0,1,0,0,0,1,1,1,0,0
la zorra al cuidado de las gallinas. pais de mierda.,గుర్గలలు కోళ్ళను జాగ్రత్తగా చూసుకుంటున్నాయి. ఇది ఒక చెత్త దేశం.,spa,spa_eb39eaf1ee83e429b4de1e567509e8ac,1,1,0,0,1,1,1,1,1,1,0,0
پس فرستادن کمک نظامی به اوکراین را چه می‌نامید؟,ఉక్రెయిన్‌కు సైనిక సహాయం పంపడాన్ని మీరు ఎలా పిలుస్తారు?,fas,fas_7716865d9581541b0cd1e5f18ff43135,1,1,0,0,0,0,0,0,0,0,1,0
ظاهراً حملهٔ حماس تقصیر هوا بوده!,అప్పట్లో హమాస్ దాడికి కారణం వాతావరణం అని తెలుస్తోంది!,fas,fas_11430a5d082754eb1387c0502fc06111,1,1,1,0,0,0,0,1,1,0,1,0
یک سال میلادی دیگه، یک نسل‌کشی دیگه، پخش زنده برای سرگرمی شما!  فلسطین، اسرائیل، آمریکا، لبنان، کریسمس، سال نو...,"మరో సంవత్సరం, మరో జాతి నిర్మూలన, మీ వినోదం కోసం ప్రత్యక్ష ప్రసారం! పాలస్తీనా, ఇజ్రాయెల్, అమెరికా, లెబనాన్, క్రిస్మస్, కొత్త సంవత్సరం...",fas,fas_ee3c5ecca752044be7bd539afbfb6665,1,1,1,1,0,0,0,0,0,1,0,1
برو سراغ دموکرات‌ها و خرابشون کن!,డెమోక్రాట్‌లను వెతకండి మరియు వారిని నాశనం చేయండి!,fas,fas_068d91521589bdd81441796bed387ccd,1,1,0,0,0,0,1,1,0,0,0,1
اون شامل دروغ‌هایی دربارهٔ تقلب در انتخابات هم می‌شن، جیم؟,"అతను ఎన్నికలలో మోసం గురించి కూడా అబద్ధాలు వింటున్నాడు, జిమ్?",fas,fas_64bd1aecf5cb8732a3b58da978cb5ef5,1,1,0,0,0,0,0,1,0,1,0,0
صهیونیسم قلب یهودیت است.,"సీయోనిజం, యూదుల విశ్వాసానికి మూలం.",fas,fas_3aa70413b88946d1352c60b92dcb473f,1,1,1,1,0,0,0,1,0,1,0,0
انتخابات سوم نوامبر رو دزدیده بودن!,నవంబర్ 3వ తేదీ ఎన్నికలు దొంగిలించబడ్డాయి!,fas,fas_0e59ada88cde195929bdf63d8deec4d3,1,1,0,0,0,0,0,1,0,0,0,1
فکر می‌کنی اینکه حماس از مردم به عنوان سپر انسانی استفاده می‌کنه، می‌تونه ربطی به این موضوع داشته باشه؟,"హమాస్ ప్రజలను మానవ సైపర్‌గా ఉపయోగించడం, ఇది ఈ అంశానికి సంబంధం కలిగి ఉంటుందా అని మీరు అనుకుంటున్నారా?",fas,fas_d72a4101bfc55735359f401d662d5968,1,1,1,0,0,0,1,1,1,1,1,1
به همین دلیله که جمهوری‌خواها دارن سعی می‌کنن حق رأی زنان رو بگیرن!,"దీని కారణంగా, రిపబ్లికన్ పార్టీ మహిళలకు ఓటు హక్కును తొలగించడానికి ప్రయత్నిస్తున్నాయి!",fas,fas_1f54e6e7a9a8005e0633a65190d6ec71,1,1,0,0,1,0,0,1,0,0,0,1
आप  देशद्रोही गद्दार दंगाइयों की पार्टी है,"మీరు దేశద్రోహులు, గద్దలు, మరియు అల్లర్లు సృష్టించే వారి సమూహం.",hin,hin_64137247cb5caeccfdfec4901d99b791,1,1,0,0,0,0,0,1,0,1,0,0
जिस मजहब से जानवर भी प्यार की उम्मीद नहीं करता🙄\nपता नहीं कैसे हिंदू लड़किया उनसे प्यार की उम्मीद कर लेती हैं ,ఆయా మతంలో కూడా జంతువుల పట్ల ప్రేమను ఆశించరు🙄\nఎలా హిందూ అమ్మాయిలు వారి నుండి ప్రేమను ఆశిస్తారో నాకు తెలియదు,hin,hin_b5fd58e272f56318702b13dc82f4b49b,1,0,0,1,0,0,1,1,0,1,0,0
"भारत का सामाजिक, राजनैतिक और आर्थिक बदलाव ब्राह्मणवाद के नाश के बिना संभव ही नहीं है....!!","భారతదేశంలోని సామాజిక, రాజకీయ మరియు ఆర్థిక మార్పులు బ్రాహ్మణ వర్గ వ్యవస్థ యొక్క అంతానికి లేకుండా సాధ్యం కాదు...!!",hin,hin_4e3754a00a6c64328123abe0576b49b2,1,1,1,0,0,0,1,0,0,0,0,0
"आदरणीय मोहदय जी! भगवाकरण नहीं आप ब्राह्मणवाद को बढ़ावा दे रहे हो, जिसमें ओबीसी-एसटी-एससी का कोई स्थान नहीं है।","గౌరవనీయులైన మోహదేయ గారూ! మీరు హిందూత్వాన్ని ప్రోత్సహిస్తున్నారు, కానీ బ్రాహ్మణవాదాన్ని ప్రోత్సహిస్తున్నారు, దీనిలో ओबीसी, ఎస్టీ, ఎస్సీలకు స్థానం లేదు.",hin,hin_78a740f2dedcf04405a4cf13043e55bb,1,0,1,1,0,0,1,0,0,0,0,0
"#टुकड़े_टुकड़े_गैंग देश चला रही है \nयही तो अच्छे दिन है #L_bhakto\nचाटो पीली पीली 😛😛😛😛"", ","#గుంపులు గుంపులుగా పాలించబడుతున్న దేశం\nఇదే మంచి రోజు #L_భక్తులు\nమోసాలు, అబద్ధాలు, అల్లరి 😛😛😛😛",hin,hin_1e9486a463390cfc6305626e655a021c,1,0,0,1,0,0,0,1,0,1,0,0
लव_जिहाद की घटनाएं लगातार हो रही है।,లవ్ జిహాద్ సంఘటనలు తరచుగా జరుగుతున్నాయి.,hin,hin_ab80cbfdd0f7eca04f4c47ac004ebe21,1,0,0,1,0,0,0,1,0,0,0,0
अखिलेश की सरकार परिवारवाद की सरकार।,అఖिलेश ప్రభుత్వం కుటుంబవాద ప్రభుత్వంగా ఉంది.,hin,hin_2f7d8e14bf3200d11fbac36d090bf08b,1,1,0,0,0,0,1,0,0,0,0,0
"जातिवाद + तुष्टिकरण + माफियाराज + गुंडाराज + परिवारवाद + हिन्दुविरोध = सपा""",జాతి వివక్ష + ప్రత్యేక హక్కులు + ముఠా పాలన + నేర పాలన + కుటుంబ పాలన + హిందువు వ్యతిరేకత = సమాజం,hin,hin_d12e4735ee1206ce94ee3c00bb29cbcd,1,1,1,0,0,0,1,0,0,0,0,0
लोकतंत्र को सबसे बड़ा खतरा परिवारवाद से है,ప్రజాస్వామ్యానికి అతి పెద్ద ముప్పు కుటుంబవాదం.,hin,hin_04914fbebc54d94c61dc7176f8a64da5,1,0,1,0,0,0,1,0,0,0,0,0
"सूरज निकलेगा, कमल खिलेगा।\n\nराष्ट्रवाद जीतेगा, परिवारवाद हारेगा।","సూర్యుడు ఉదయిస్తాడు, గులాబీ పువ్వులు వికసిస్తాయి.\n\nజాతీయవాదం గెలుస్తుంది, కుటుంబవాదం ఓడిపోతుంది.",hin,hin_0c8fac50754064de6da569d1ef60b494,1,0,1,0,0,0,1,1,0,0,0,0
SP परिवारवाद चलता है इसलिए भष्ट्राचार मे डूबा है ।,"एसपी కుటుంబ పాలన కొనసాగుతున్నందున, అవినీతిలో మునిగి ఉంది.",hin,hin_2469d0711087c3d27529783490ec8e31,1,1,0,0,0,0,1,0,0,0,0,0
"कल\n\nवोट करेंगे राष्ट्रवाद को और \nचोट करेंगे परिवारवाद को 🚩🚩""",రేపటిన\n\nజాతీయవాదాన్ని ప్రోత్సహిస్తాము\nకుటుంబవాదాన్ని వ్యతిరేకిస్తాము 🚩🚩,hin,hin_a8c71f9e63de18a540dbb65925d0fb3e,1,0,1,0,0,0,1,1,0,0,0,0
परिवारवाद मिटाना है तो एक बार फिर मोदी जी को लाना है,"కుటుంబవాదంను నిర్మూలించడానికి, మళ్లీ మోదీని ఎన్నుకోవాలి.",hin,hin_39f509a551f5f5f5e970991f3581c034,1,1,0,0,0,0,1,0,0,0,0,0
"भ्रष्टाचार और परिवारवाद को जड़ से उखाड़ फेंकना है\nजागो सनातनियों जागो\n#जय_हिंद🙏🙏🇮🇳""","అవినీతి మరియు కుటుంబవాదాన్ని పూర్తిగా నిర్మూలించాలి.
""జాగ్రత్త, సత్యవాదులు, జాగరూకతతో ఉండండి""
#జై_భారత్🙏🙏🇮🇳",hin,hin_abf3aa6c5fc3999e66c10e0b31997b7e,1,0,1,1,0,0,1,0,0,1,0,0
Bcci का चेयरमैन अमित शाह हैं ये परिवारवाद नहीं है क्या। अन्ध भक्त,"బిసిసి అధ్యక్షుడు అమిత్ షా, ఇది కుటుంబ రాజకీయాలు కాదు కదా? నిజమైన భక్తుడు.",hin,hin_b494637e0c1ebf63c5e423ea155caa97,1,1,0,0,0,0,1,0,0,0,0,0
"पश्चिम यूपी की जनता कल एक बार फिर परिवारवाद को नकार कर राष्ट्रवाद पर मोहर लगाने वाली है।\n#UpYoGi_संकल्प"", ","ఉత్తరప్రదేశ్ ప్రజలు రేపు మళ్లీ కుటుంబవాదాన్ని తిరస్కరించి, జాతీయవాదాన్ని సమర్థిస్తారు.
#ఉత్తరప్రదేశ్_నిర్ణయం",hin,hin_351e1762c6dfaeb00d9a5d0ab7062aa9,1,1,0,0,0,0,1,0,0,0,0,0
"कांग्रेस देश विरोधी देशद्रोही है""","కాంగ్రెస్ దేశ వ్యతిరేక, దేశద్రోహ సంస్థ.",hin,hin_1544124800af2411d7a8a96196b3e79c,1,1,0,0,0,0,1,1,0,0,0,0
"Mulla है देशद्रोही तो होगा ही।"",","""మల్లా దేశద్రోహి అని అనుకోవడం సహజమే.""",hin,hin_7938f37695bd2335e0778153513be7dd,1,0,0,1,0,0,1,1,0,1,0,0
" क्यो रे देशद्रोही दलाल, आंदोलन जीवी कीड़े","ఓ దేశద్రోహ స్వindler, మీరు ఈ ఉద్యమాన్ని ఎలా సృష్టిస్తున్నారు?",hin,hin_ebcdf1dc0c18579d506d35795fec4769,1,0,1,0,0,0,1,1,0,0,0,0
ఈ సమాజంలో మహిళల మాటకు విలువ తక్కువ,ఈ సమాజంలో మహిళల అభిప్రాయాలకు తక్కువ ప్రాధాన్యత ఉంది.,tel,tel_d8a2582956a8f78358bf35a74724da55,1,0,0,0,1,0,1,0,0,0,1,0
ఈ నాయకుడు తన స్వార్థం కోసం మాత్రమే పని చేస్తాడు.,ఈ నాయకుడు కేవలం తన స్వార్థం కోసం మాత్రమే పనిచేస్తాడు.,tel,tel_1b1435f1782739cb309dbefe84f8df7e,1,1,0,0,0,0,0,1,0,0,0,0
కొన్ని చోట్ల నల్లజాతీయుతో ఇంకా చెడుగా ప్రవర్తిస్తున్నారు.,"కొన్ని ప్రదేశాల్లో, నల్లజాతి ప్రజలతో ఇంకా ద్వేషపూరిత ప్రవర్తన కొనసాగుతోంది.",tel,tel_7c7f9defab93420a4640307a800ae567,1,0,1,0,0,0,1,0,0,0,1,0
కొన్ని అంతర్జాతీయ సంస్థలు పెద్ద దేశాల నియంత్రణలోనే ఉంటాయి.,కొన్ని అంతర్జాతీయ సంస్థలు పెద్ద దేశాల ఆధీనంలో ఉంటాయి.,tel,tel_4b027e47cfce3bc6e1449d7d03fbc7bb,1,0,0,0,0,1,0,1,0,0,0,0
దళితులకి ఈ రాష్ట్రంలో ఎప్పుడూ గౌరవం దక్కదు.,ఈ రాష్ట్రంలో దళితులకు ఎప్పటికీ గౌరవం లభించదు.,tel,tel_e2497244fadf832125c498ad664cd247,1,0,1,0,0,0,1,0,0,0,1,0
పురుషులే బలమైన నాయకులు అవుతారు.,పురుషులు సాధారణంగా బలమైన నాయకులుగా ఉంటారు.,tel,tel_8e5b9d3659939d54f7136df7baa85391,1,0,0,0,1,0,1,0,0,0,0,1
ఈ నగరంలో పోలీసులు నేరస్థులను పట్టుకోవడంలో విఫలమవుతున్నారు.,"ఈ నగరంలో, పోలీసులు నేరస్థులను పట్టుకోవడంలో విఫలమవుతున్నారు.",tel,tel_1a6125f223e4aed845453a5f0b03fd93,1,0,0,0,0,1,0,0,0,0,0,1
కొన్ని దేశాలు మత స్వేచ్ఛను పూర్తిగా అణచివేస్తున్నాయి.,కొన్ని దేశాలు మత స్వేచ్ఛను పూర్తిగా అడ్డుకుంటున్నాయి.,tel,tel_6529802670264b4595f6419cf8103cda,1,0,0,1,0,0,0,1,0,1,0,1
మహిళలకు సమాన వేతనం ఇవ్వని సంస్థలు చట్టానికి లోబడాలి.,మహిళలకు సమాన వేతనం ఇవ్వని సంస్థలు చట్టానికి కట్టుబడి ఉండాలి.,tel,tel_468d5a9de447ffd5fcb73490a36108b5,1,0,0,0,1,0,0,0,0,0,1,0
ఎన్నికల్లో అవినీతి వల్ల ప్రజల ఓటు విలువ తగ్గుతోంది.,ఎన్నికలలో అవినీతి కారణంగా ప్రజల ఓటు విలువ తగ్గిపోతోంది.,tel,tel_d273c51132b30c1be3eacc9f0d059f0a,1,1,0,0,0,0,0,0,0,0,0,1
"Bir kanal, Saray'daki gayr-ı meşru iktidar daha iyi soygun yapabilsin diye karartıldı. Hep daha fazla daha fazla soysunlar diye...","ఒక ఛానెల్, రాజభవనంలోని అనధికారిక పాలకులు మరింత ఎక్కువ దోపిడీ చేయడానికి చీకటిగా మార్చబడింది. వారు మరింత ఎక్కువ దోపిడీ చేయడానికి...",tur,tur_9b252215ed16352db1298f27decbfc37,1,1,0,0,0,0,0,1,0,0,0,0
"Domuz eti yiyince gavur diyorlar aşağlıyorlar. Ama Uygurların hayatlarını pazarlık konusu edip çıkar elde edenlere bir bildiği vardır diyorlar. Domuz eti yiyen, içki içenlerle uğraşmayı bırakın. Yetim hakkı, kul hakkı yiyenlere bir kerecik odaklanın.","పంది మాంసం తినేవారిని అవమానించేలా మాట్లాడుతున్నారని చెబుతున్నారు. అయితే, ఉర్దూ ప్రజల జీవితాలను లాభాపేక్షతో ఉపయోగించుకునే వారి గురించి వారికి తెలుసని చెబుతున్నారు. పంది మాంసం తినేవారు, మద్యం సేవించే వారితో వ్యవహరించడం మానేసి, నిస్సహాయుల హక్కులను",tur,tur_838a0a3e8e335a3013727e7e359b295f,1,0,0,1,0,0,1,0,0,0,0,0
Senin kanuni yetkini kullanarak yaptığın atamalara Cumhurbaşkanı karışıyor mu! Atama yapmadan önce belediye personeline seçim mi yaptırıyorsun? Polislere saldıran militanlara tepki veremeyen Mansur Yavaş'tan hadsiz açıklama!,"మీ చట్టపరమైన అధికారాలను ఉపయోగించి మీరు చేసే నియామకాలకు అధ్యక్షుడి జోక్యం ఉంటుందా! నియామకం చేయడానికి ముందు, మీరు మునిసిపల్ సిబ్బందికి ఎన్నికలు నిర్వహిస్తున్నారా? పోలీసులపై దాడి చేస్తున్న మిలిటెంట్లకు స్పందించలేని మాన్సుర్ యవాస్ యొక్క అసభ్యకరమైన ప్రకటన!",tur,tur_a63db0590d6c27d28cbd2be16fcd7fa2,1,1,0,0,0,0,0,0,0,0,1,0
Bizde erkekler olarak insaniz insan bizde kalmasi yönünde kararimiz olduğu halde verilmeyen cocuklarimizi haciz ederek almanin acisini kimse bilemez bu #nafaka zulmune #cocukicrasi na #tazyikhapsi ne bi son verin artik lutfen sayin @RTErdogan #erkeklerdeinsan #bekliyoruz https://t.co/2fk0d6dyrC,"మేము పురుషులుగా, పిల్లలను కలిగి ఉండాలనే నిర్ణయం ఉన్నప్పటికీ, పిల్లలను తీసివేయడం ద్వారా కలిగే బాధను ఎవరూ అర్థం చేసుకోలేరు. #నాఫాకా జూతి, #పిల్లల తీసివేత, #అవమానకరమైన పరిస్థితుల నుండి బయటపడండి. దయచేసి @",tur,tur_0bc036e5cfe739820d82d6cbed3162f0,1,0,0,0,1,0,0,0,0,0,1,0
Eymir'de kesilen ağaçları belediye kesseydi zihniyeti bozukların hepsi ellerinde molotofla meydanlara çıkardı.,"ఎయిమిర్లో చెట్లు నరికితే, మనస్తత్వం సరిగా లేని వారు అందరూ మోలోటోఫ్ బాణాలతో వీధుల్లోకి వెళ్లేవారు.",tur,tur_b423f2d0096e47a576a1b357060ee0d8,1,0,0,0,0,1,1,1,0,0,0,0
"Türkiye, dünyada pandemi sürecinde halkına en az yardım eden ülke ve halkına IBAN gönderen 5 ülkeden birisi olmuş! Yardımların %89'unu patronlara yaparken, sadece %11'ini fakir halka yapmışlar!Birisi bunlar için, ""kimsesizlerin kimsesi, halkın adamı"" falan mı demişti..?","టర్కీ, ప్రపంచంలో మహమ్మారి సమయంలో తన ప్రజలకు తక్కువ సహాయం చేసిన దేశాలలో ఒకటిగా మరియు ప్రజలకు IBAN పంపిన 5 దేశాలలో ఒకటిగా నిలిచింది! సహాయం యొక్క 89% ను యజమానులకు అందించగా, కేవలం 11% ను పేద ప్రజలకు అందించారు! ఒక వ్యక్తి, ""పేదవారికి సహాయం",tur,tur_08e96ca3343271226b8a894a6825e61c,1,1,0,0,0,0,0,0,0,0,1,0
Bende hep onu diyorum ama siz İslama dinimize karşı yapılan yanlışa yanlış diyemiyorsunuz reis yaptıysa vardır bir bildiği deyip konu kapatıyorsunuz. Biz dünyanın hakaretkerini işitiyoruz siz sesinizi dahil çıkarmıyorsunuz,"నేను ఎప్పుడూ ఇలాగే చెబుతున్నాను, కానీ మీరు ఇస్లాం పట్ల జరుగుతున్న తప్పులను ఎత్తి చూపలేరు. ""అది ఆయనకు ఏదో తెలుసు, కాబట్టి మనం దాని గురించి మాట్లాడకూడదు"" అని మీరు చెప్పి, ఆ విషయాన్ని వదిలేస్తారు.",tur,tur_407cb732d019323c5a923659fceeae35,1,0,0,1,0,0,0,0,0,0,1,0
"Bilmiyorum cevap mı, boş yere mi nefret ediyorsun, ilk defa homofobik bir ateist görüyorum, sen Allah'ın olmadığını anladın ama lgbtqya ayrımcılık yapmanın yanlış olduğunu anlayamadın mı? Sizin yüzünüzden trans insanların 60% kendini öldürmeyi deniyor, peki neden nefret dolusun?","నాకు తెలియదు, ఇది సమాధానమా, లేక మీరు కేవలం ద్వేషపూరితంగా మాట్లాడుతున్నారా? ఇదివరకు నేను ఇలాంటి ఒక అథేయిస్ వ్యక్తిని చూడలేదు. మీరు దేవుడు లేడని తెలుసుకున్నారు, కానీ LGBTQ వ్యక్తుల పట్ల వివక్ష చూపించడం తప్పు అని మీరు గ్రహించలేదా? మీ వల్ల ట్రాన్స్ వ్యక్తులు 6",tur,tur_126f51b888c0589f8a7aa3a565f570e3,1,0,0,0,1,0,1,0,0,0,1,0
"Suriyeli isteyen Suriye'ye, Afgan isteyen Afganistan'a gitsin!","సరియాకు వెళ్లాలనుకునే వారు, సరియాకు వెళ్లాలి! ఆఫ్ఘనిస్తాన్‌కు వెళ్లాలనుకునే వారు, ఆఫ్ఘనిస్తాన్‌కు వెళ్లాలి!",tur,tur_1c4cad7e97ca43ff8ca0f1926137a955,1,0,1,0,0,0,0,0,0,0,1,0
#زنجیروں_میں_جکڑا_میڈیا جب تک ہے دم لڑے گے ہم اس بکاؤ میڈیا کے خلاف نواز شریف کے ساتھ,"#చైన్‌తో బంధించబడిన మీడియా, మనం ఈ దుష్ట మీడియాకు వ్యతిరేకంగా నవాజ్ షరీఫ్తో పోరాడుతాము.",urd,urd_6c620b699672b5890f5bc695e563cef5,1,1,0,0,0,1,1,1,0,1,0,1
ملک کی تین بڑی سیاسی جماعتیں جلد ہی میثاق جمہوریت پہ دستخط کریں گی پنڈی سے قہقوں کی آوازیں آئیں گی,"దేశంలోని మూడు ప్రధాన రాజకీయ పార్టీలు త్వరలో ""సమాఖ్యవాదం"" ఒప్పందంపై సంతకం చేస్తాయి. పండి నుండి వచ్చే శబ్దాలు వినిపిస్తాయి.",urd,urd_6cc3ca6ec85a024e0bc9344ec915eb22,1,1,0,0,0,0,0,1,0,1,0,1
-JaximH پٹواری پڑھے لکھے بھی ہوتے ہیں میں تو سمجھا تھا خالی ذہنی غلام ہوتے ہیں,"-జాక్సిమ్ పటోవారి చదువుకున్నవారు, నాకు తెలుసు వారు సాధారణంగా తెలివైనవారు కాదు.",urd,urd_d24a0ac127421e1e0d2af17e01be1c19,1,1,0,0,0,0,1,0,0,1,0,1
پٹھان،سندھی،بلوچی،مہاجروغیرہ،یہ فرقہ پرستی اور یہ گندے نعرے اسی فضامیں لگتے ہیں،جہاں سے نبیﷺ کی زندگی نکل جاتی ہیں!!!!,"పంజాబీ, సింధీ, బלוచ్, మైనారిటీలు మొదలైన వివిధ వర్గాల ప్రజలు, ఈ విధమైన మతపరమైన విభేదాలు మరియు అసభ్యకరమైన నినాదాలను ఆ ప్రదేశంలోనే వినిపిస్తాయి, ఇక్కడే ప్రవక్త ﷺ జీవితం ప్రారంభమైంది!!!!",urd,urd_4a930711e8ea17242cbe8ceb9996e872,1,1,1,1,0,0,1,1,1,1,1,0
علیحدگی پسندوں بلوچوں نے آج کے میچ کی جھلکیاں برائے پنجاب مخالف پروپیگنڈہ محفوظ کر لی ہیں۔,"విభేదవాద భావాలు కలిగిన బלוచ్ ప్రజలు, ఈరోజు జరిగిన మ్యాచ్ యొక్క సంఘటనలను, పంజాబ్ వ్యతిరేక ప్రచారం కోసం ఉపయోగించుకున్నారు.",urd,urd_045feb65e38c4a897904fbd56b7e2832,1,0,1,0,0,0,1,1,0,0,0,0
نہ صرف فتنہ خان بلکہ گوگی پنکی اور ابراہیم کو بھی غیر قانونی کیش کا بہت شوق ہے #فتنے_کو_کیش_پسند_ہے,"ఫతనే ఖాన్ మాత్రమే కాకుండా, గోగి పంకీ మరియు ఇబ్రహీం కూడా చట్టవిరుద్ధమైన డబ్బును ఇష్టపడతారు.",urd,urd_0a467e5b6637e37ae97c3e505c6d4284,1,1,0,0,1,0,1,0,1,0,1,0
عنقریب پاکستان کی سیاست سے انتہائی غلیظ ترین بدبودار گھناؤنا فاشسٹ کردار ختم ہونے کو ہے,"భారతదేశానికి దగ్గరగా ఉన్న పాకిస్తాన్ రాజకీయాల్లో అత్యంత అసహ్యకరమైన, వినాశకరమైన ఫాసిస్ట్ శక్తులు అంతం కానున్నాయి.",urd,urd_914a5393dd4781d3594cbc67f93807f8,1,1,0,0,0,0,0,1,1,1,0,0
چند نوٹوں پہ بکنے والا نمک حرام صحافی  #گٹرصحافت @username,కొన్ని నోట్లలో అమ్మే ఒక అవినీతిపరుడైన జర్నలిస్ట్ #గట్టర్ జర్నలిజం @username,urd,urd_cb1e1e3b8d5f9193e831ca2d7e6eb85f,1,1,0,0,0,1,0,1,0,1,0,1
سندھ کے دوست باش و پرخلوص باسیوں کو زرداری جیسی گالی و بلاول جیسے مخنث لوطی لونڈے کے رحم و کرم پر چھوڑنا اسٹیبلشمنٹ کی سب سے بڑی زیادتی ہے,"సంధ్ ప్రాంతంలోని నిజాయితీగల మరియు నిజమైన ప్రజలను, జార్दारी మరియు బలోల్ వంటి వ్యక్తుల యొక్క దురాశ మరియు అసభ్యకరమైన ప్రవర్తన నుండి రక్షించకపోవడం, వ్యవస్థ యొక్క అతి పెద్ద దుర్మార్గం.",urd,urd_2dc7721e0be22c5374d96170ed4e6454,1,1,0,0,1,0,1,1,1,1,0,0
کنڑ،کٹھ پتلی فوجوں پرحملے،دو ہلاک،5 زخمی @username,"కన్న, బొమ్మల సైన్యంపై దాడి, 2 మంది మరణించారు, 5 మంది గాయపడ్డారు @username",urd,urd_2d4477d500bb8886546aa12fc25f2c92,1,1,0,0,0,0,1,0,1,0,0,1
我觉得中国女性媚外值得批评的是中国男性，你们看一看出轨的女人的老公一看就很软弱，而以前在社会上混的男人的老婆我没发现谁敢出轨，中国男人如果能和黑人或穆斯林男性一样暴力，那中国就没有媚外的说法。,"నా అభిప్రాయం ప్రకారం, చైనా మహిళలు విదేశీ పురుషులతో సంబంధం పెట్టుకోవడం అనేది చైనా పురుషులపై విమర్శించడానికి ఒక కారణం. ఒక మహిళ తప్పు చేసినప్పుడు, ఆమె భర్త బలహీనంగా కనిపిస్తారు. అయితే, గతంలో సమాజంలో జీవించిన పురుషుల భార్యలు ఎవరూ తప్పు",zho,zho_c97664ffb77ea98c5ea6f7cc8417b65c,1,0,1,0,1,0,1,1,0,1,0,0
楼主啊！我记得这是某位普信女写的关于男性的条件吧，改的好，还有，您的帖子里面有条目🐶，赶紧置顶羞辱,"అందరికీ నమస్కారం! నేను గుర్తుంచుకుంటున్నది, ఇది ఒక సాధారణ వ్యక్తి రాసిన పురుషుల లక్షణాల గురించి. ఇది చాలా బాగుంది. అంతేకాకుండా, మీ పోస్ట్‌లో ఒక అంశం ఉంది, దాన్ని వెంటనే ప్రముఖంగా ఉంచండి.",zho,zho_b3f61cab1af9ec0499e53e3fdee942c5,1,0,0,0,1,0,0,1,1,1,0,0
我不恐同，就是单纯的厌恶，觉得恶心，不为别的，就为txl群体传播x病，还要骗人形婚，毁人一生。运气差一点的，只是被骗婚。运气再差一点，被骗着生个孩子，把孩子也毁了。运气差到爆的，被人骗婚，还被传染上x病，这就是txl群体干的好事。,"నేను సమానత్వాన్ని ద్వేషిస్తున్నాను, ఇది కేవలం అసహ్యంగా ఉంది. Txl సమూహం ద్వారా వ్యాధి వ్యాప్తి చేయడం, మరియు మానవ సంబంధాలను మోసం చేయడం, ఒక వ్యక్తి జీవితాన్ని నాశనం చేయడం వంటి వాటిని నేను వ్యతిరేకిస్తున్నాను. కొంచెం అదృష్టం లేని వారు, కేవలం మోసపోయి పెళ్లి చేసుకుంటారు",zho,zho_c7e5709613eee6e23ba510eab08989fc,1,0,0,0,1,0,1,1,0,0,0,0
综上所述，以后想起来会补充，同性恋就纯纯懦夫,"కాబట్టి, దీని ఆధారంగా, భవిష్యత్తులో ఆలోచిస్తే, స్వలింగ సంపర్కం అనేది కేవలం బలహీనత, పిరికితనం అని తెలుస్తుంది.",zho,zho_2c8a085de81405835426d8ebe21505fd,1,0,0,0,1,0,1,1,0,0,0,0
真白左当然支持，但问题是西方所谓的白左都是虚伪的白左，英文叫liberals，和中国女权一样，表面上平权，实际上是挂平权狗头卖特权狗头，真女权真白左没多少人反对的，可惜大多数都是虚伪的傻逼。,"ఖచ్చితంగా, ""నిజమైన ఎడమ"" స్వభావాన్ని కలిగి ఉన్నవారు మద్దతు ఇస్తారు, కానీ సమస్య ఏమిటంటే, పాశ్చాత్య దేశాలలో ""నిజమైన ఎడమ"" అని పిలువబడేవారు నిజానికి మోసపూరితమైనవారు. వారు ""లిబరల్స్"" అని పిలువబడతారు. ఇది చైనా",zho,zho_9a17b3c82f56757cf7d7655957ce53cc,1,1,0,0,1,0,1,1,0,1,0,0
有些穆斯林特恶心吃猪肉的，不爱带面纱的女人也滚......他们的三观出问题了吗？,"కొంతమంది ముస్లింలు పంది మాంసం తినడానికి ఇష్టపడరు, మరియు చీర ధరించడానికి ఇష్టపడని మహిళలు కూడా వెళ్ళిపోండి... వారి ఆలోచన విధానంలో ఏదైనా లోపం ఉందా?",zho,zho_7c983a401092783013f6cce628bcb768,1,0,0,1,0,0,0,1,0,0,1,0
混血，眼睛是蓝色，混了白皮猪的血,"రంగుల చర్మం, నీలి రంగు కళ్ళు, తెల్లటి పంది రక్తంతో కలిపిన కలయిక.",zho,zho_5ce63405586fd4b4733dd3e930a3f992,1,0,1,0,0,0,0,1,1,0,0,0
