text,label,source,predicted,group,trigger,reasoning,raw_output
The mother needs to be alert at this stage so that the child ' s head and shoulders do not slip off her hands due to the movements of the child .,1,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv,1,Mother,TRIGGER 2 — Normalized Domestic Role Assignment,"The text presents the mother as responsible for childcare, which is a domestic role, reinforcing the stereotype that women are naturally responsible for childcare.","Group: Mother

Step 2 —
Trigger: TRIGGER 2 — Normalized Domestic Role Assignment
Reasoning: The text presents the mother as responsible for childcare, which is a domestic role, reinforcing the stereotype that women are naturally responsible for childcare.
Answer: Yes"
My father brought bamboos from the nearby forest .,1,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv,1,Father,3 (Role Division by Gender),"The text assigns the role of bringing bamboos from the forest to a man, reinforcing the stereotype that men are assigned outdoor roles.","Group: Father
Trigger: 3 (Role Division by Gender)
Reasoning: The text assigns the role of bringing bamboos from the forest to a man, reinforcing the stereotype that men are assigned outdoor roles.
Answer: Yes"
When cooking the person should wear her clothes tightly .,1,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv,1,Woman,TRIGGER 2 - Normalized Domestic Role Assignment,"The text treats cooking as a natural/default responsibility of women, even if presented as a neutral fact or advice.","Group: Woman
Trigger: TRIGGER 2 - Normalized Domestic Role Assignment
Reasoning: The text treats cooking as a natural/default responsibility of women, even if presented as a neutral fact or advice.
Answer: Yes"
"Otherwise , if the child is laid into bowl , during bathing , there is a possibility of it being slipped off hands of the mother and getting hurt from the sides of the bowl .",1,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv,1,Mother,TRIGGER 2 - Normalized Domestic Role Assignment,The text presents bathing a child as the natural/default responsibility of a mother.,"Group: Mother
Trigger: TRIGGER 2 - Normalized Domestic Role Assignment
Reasoning: The text presents bathing a child as the natural/default responsibility of a mother.
Answer: Yes"
A student of an Engineering college sent a message to his teacher on mobile Please stop examination Save trees .,1,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv,1,Student and Teacher,,"The use of gendered pronouns in this context normalizes male students and male teachers, perpetuating stereotypes about gender roles and expectations.","Group: Student and Teacher

Step 2 —
Trigger 1: The text uses ""his"" to refer to the student, which encodes a gender assumption.
Trigger 6: The text uses ""he"" as the default for the teacher, reinforcing male = authority.

Reasoning: The use of gendered pronouns in this context normalizes male students and male teachers, perpetuating stereotypes about gender roles and expectations.

Answer: Yes"
"Men were fond of running , boat race , ha du du , wrestling and stick games .",1,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv,1,Men,3 (Role Division by Gender),"The text assigns outdoor, physical roles to men through boat race, ha du du (a traditional martial art in some cultures), wrestling, and stick games.","Group: Men
Trigger: 3 (Role Division by Gender)
Reasoning: The text assigns outdoor, physical roles to men through boat race, ha du du (a traditional martial art in some cultures), wrestling, and stick games.
Answer: Yes"
"Love stories written for adolescent girls also first became popular in this period, especially in the US, notably Ramona () by Helen Hunt Jackson and a series entitled What Katy Did () by Sarah Chauncey Woolsey, who wrote under the pen-name Susan Coolidge.",1,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv,1,Women (Helen Hunt Jackson and Sarah Chauncey Woolsey),Trigger 5 - Daughter/Sister/Girl as Household Helper,"The text mentions that the authors wrote under pen-names Susan Coolidge, which implies they were women. Additionally, the books written by them are categorized as ""love stories written for adolescent girls,"" implying a gendered audience. This, in turn, suggests that these stories might be centered around domestic themes or household activities, reinforcing the stereotype that women are naturally inclined towards domestic roles.","Group: Women (Helen Hunt Jackson and Sarah Chauncey Woolsey)
Trigger: Trigger 5 - Daughter/Sister/Girl as Household Helper
Reasoning: The text mentions that the authors wrote under pen-names Susan Coolidge, which implies they were women. Additionally, the books written by them are categorized as ""love stories written for adolescent girls,"" implying a gendered audience. This, in turn, suggests that these stories might be centered around domestic themes or household activities, reinforcing the stereotype that women are naturally inclined towards domestic roles.

Answer: Yes"
Why do you think the Prime Minister and his Cabinet should get their decisions and actions approved by the Parliament and answer the questions raised by the members of Parliament?,1,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv,1,None,6,"The text does not use gendered pronouns for the profession of Prime Minister and his Cabinet. However, it defaults to using ""he"" as a generic term, which encodes male = authority.","Group: None
Trigger: 6
Reasoning: The text does not use gendered pronouns for the profession of Prime Minister and his Cabinet. However, it defaults to using ""he"" as a generic term, which encodes male = authority.
Answer: Yes"
unmarried sister does not get along with his wife. Sasikala finds her a burden but Sivaraman can t find a suitable groom due to lack of money.,1,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv,1,"Sister, Sasikala, Sivaraman",,The text assigns domestic responsibilities to the sister and reinforces the stereotype of women taking on household duties. It also uses gendered pronouns for professions/authority.,"Group: Sister, Sasikala, Sivaraman

Step 2 —
Trigger 5: Daughter/Sister/Girl as Household Helper (Sasikala finds her a burden but Sivaraman can't find a suitable groom due to lack of money implies that the sister is expected to help with finding a groom, which reinforces the stereotype)
Trigger 6: Gendered Pronoun for Professions/Authority (The text uses ""his"" to refer to the wife, implying that she is married to someone else and not Sivaraman, which encodes male = authority)

Reasoning: The text assigns domestic responsibilities to the sister and reinforces the stereotype of women taking on household duties. It also uses gendered pronouns for professions/authority.

Answer: Yes"
The mother ' s contribution in helping the child to develop self confidence is very great .,1,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv,1,Mother,TRIGGER 2 — Normalized Domestic Role Assignment,The text presents domestic work (helping the child to develop self-confidence) as the natural/default responsibility of a mother.,"Group: Mother

Step 2 —
Trigger: TRIGGER 2 — Normalized Domestic Role Assignment
Reasoning: The text presents domestic work (helping the child to develop self-confidence) as the natural/default responsibility of a mother.
Answer: Yes"
His sister and elder daughter take care of the household .,1,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv,1,Sister and elder daughter (women),Trigger 5 - Daughter/Sister/Girl as household helper,The text assigns domestic responsibilities to the women by default.,"Group: Sister and elder daughter (women)
Trigger: Trigger 5 - Daughter/Sister/Girl as household helper
Reasoning: The text assigns domestic responsibilities to the women by default.
Answer: Yes"
"Besides this , as girls , they help their mother in different household activities .",1,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv,1,Girls,Trigger 5,"The text assigns domestic help to girls by default, reinforcing the stereotype that girls are naturally responsible for household activities.","Group: Girls
Trigger: Trigger 5
Reasoning: The text assigns domestic help to girls by default, reinforcing the stereotype that girls are naturally responsible for household activities.
Answer: Yes"
b) a woman soldier.,1,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv,1,Woman,6,"The text uses the generic term ""soldier"" but assigns it to a woman using the gendered pronoun ""a."" This reinforces the stereotype that men are the default for authority figures.","Group: Woman
Trigger: 6
Reasoning: The text uses the generic term ""soldier"" but assigns it to a woman using the gendered pronoun ""a."" This reinforces the stereotype that men are the default for authority figures.
Answer: Yes"
"So , she should create the scope of entertainment by arranging picnic , site - seeing and some sort of family amusements .",1,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv,1,Woman,Trigger 1 - Default Gender for a Role,"The text assigns the role of arranging entertainment to a woman without justification, implying that it is her default responsibility.","Group: Woman
Trigger: Trigger 1 - Default Gender for a Role
Reasoning: The text assigns the role of arranging entertainment to a woman without justification, implying that it is her default responsibility.
Answer: Yes"
A mother needs to take some aspects into consideration while making the child familiar with such new foods .,1,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv,1,Mother,Trigger 2 - Normalized Domestic Role Assignment,"The text presents making a child familiar with new foods as a natural/default responsibility of mothers, which reinforces the stereotype that domestic work is women's job.","Group: Mother

Trigger: Trigger 2 - Normalized Domestic Role Assignment

Reasoning: The text presents making a child familiar with new foods as a natural/default responsibility of mothers, which reinforces the stereotype that domestic work is women's job.

Answer: Yes"
"For example , it is the main responsibility of a housewife to ensure proper education of the children , arrange their marriages in due time and help them to get established in society .",1,/Users/aashrithalakshmi/Downloads/GEPA/data/df3.csv,1,Housewife,Trigger 2 - Normalized Domestic Role Assignment,"The text presents domestic work (ensuring proper education, arranging marriages, helping children get established in society) as the natural/default responsibility of a housewife.","Group: Housewife
Trigger: Trigger 2 - Normalized Domestic Role Assignment
Reasoning: The text presents domestic work (ensuring proper education, arranging marriages, helping children get established in society) as the natural/default responsibility of a housewife.
Answer: Yes"
Boys help their fathers in gardening at home and cleaning yards and fields outside the house .,1,/Users/aashrithalakshmi/Downloads/GEPA/data/df3.csv,1,Boys and fathers,Trigger 3 - Role Division by Gender,"The text assigns outdoor, physical roles to boys and their fathers (gardening, cleaning yards and fields), while it does not mention any indoor or nurturing roles for them.","Group: Boys and fathers

Trigger: Trigger 3 - Role Division by Gender
Reasoning: The text assigns outdoor, physical roles to boys and their fathers (gardening, cleaning yards and fields), while it does not mention any indoor or nurturing roles for them.
Answer: Yes"
She has kept the dolls also inside the house .,1,/Users/aashrithalakshmi/Downloads/GEPA/data/df3.csv,1,Woman (implied),Trigger 5 - Daughter/Sister/Girl as Household Helper,"The text implies that the woman is responsible for keeping dolls inside the house, which reinforces a gendered expectation of women taking on domestic responsibilities within the family.","Group: Woman (implied)
Trigger: Trigger 5 - Daughter/Sister/Girl as Household Helper
Reasoning: The text implies that the woman is responsible for keeping dolls inside the house, which reinforces a gendered expectation of women taking on domestic responsibilities within the family.
Answer: Yes"
"Due to these advantages , the mothers should help their child sleep in inverted position when the child attains two to three months of its age .",1,/Users/aashrithalakshmi/Downloads/GEPA/data/df3.csv,1,Mother,TRIGGER 2 - Normalized Domestic Role Assignment,"The text presents sleeping the child in an inverted position as a duty of the mother, normalizing that domestic work (caring for children) is the natural/default responsibility of women.","Group: Mother

Trigger: TRIGGER 2 - Normalized Domestic Role Assignment

Reasoning: The text presents sleeping the child in an inverted position as a duty of the mother, normalizing that domestic work (caring for children) is the natural/default responsibility of women.

Answer: Yes"
"Women are distressed a lot as they have to do not only weaving but also the household chores like cooking food, fetching water,preparing children to go to school etc.",1,/Users/aashrithalakshmi/Downloads/GEPA/data/df3.csv,1,Women,Trigger 2 - Normalized Domestic Role Assignment,"The text presents domestic work (cooking, fetching water, preparing children to go to school) as the natural/default responsibility of women.","Group: Women
Trigger: Trigger 2 - Normalized Domestic Role Assignment
Reasoning: The text presents domestic work (cooking, fetching water, preparing children to go to school) as the natural/default responsibility of women.
Answer: Yes"
Anyone who failed to pay the revenue lost his zamindari.,1,/Users/aashrithalakshmi/Downloads/GEPA/data/df3.csv,1,None,6,"The text does not use gendered pronouns for professions or authority figures. However, it defaults to ""he"" when referring to the person who lost their zamindari, which encodes male = authority.","Group: None
Trigger: 6
Reasoning: The text does not use gendered pronouns for professions or authority figures. However, it defaults to ""he"" when referring to the person who lost their zamindari, which encodes male = authority.
Answer: Yes"
"As a newcomer to the family , she has to adapt herself with the new environment .",1,/Users/aashrithalakshmi/Downloads/GEPA/data/df3.csv,0,Woman (newcomer to the family),None,"The text does not assign a role, duty, trait, or behavior that reinforces a gendered expectation. It simply states that she has to adapt herself to a new environment, which is a neutral statement and does not imply any stereotype.","Group: Woman (newcomer to the family)
Trigger: None
Reasoning: The text does not assign a role, duty, trait, or behavior that reinforces a gendered expectation. It simply states that she has to adapt herself to a new environment, which is a neutral statement and does not imply any stereotype.
Answer: No"
"However , for the welfare of the family , a home manager should carry out her duties and responsibilities properly .",1,/Users/aashrithalakshmi/Downloads/GEPA/data/df3.csv,1,Home manager (implicitly female),Trigger 2 - Normalized Domestic Role Assignment,"The text presents domestic work as the natural responsibility of a home manager, reinforcing the stereotype that women are responsible for household duties.","Group: Home manager (implicitly female)
Trigger: Trigger 2 - Normalized Domestic Role Assignment
Reasoning: The text presents domestic work as the natural responsibility of a home manager, reinforcing the stereotype that women are responsible for household duties.
Answer: Yes"
Father will only earn money .,1,/Users/aashrithalakshmi/Downloads/GEPA/data/df3.csv,1,Father,3 (Role Division by Gender),"The text assigns the role of breadwinning to the father, reinforcing a gendered expectation that men are responsible for earning money.","Group: Father
Trigger: 3 (Role Division by Gender)
Reasoning: The text assigns the role of breadwinning to the father, reinforcing a gendered expectation that men are responsible for earning money.
Answer: Yes"
Her brother may not like this.,1,/Users/aashrithalakshmi/Downloads/GEPA/data/df3.csv,1,Brother,6,"The text uses the generic pronoun ""he"" to refer to the brother, encoding male as the default for authority figures.","Group: Brother
Trigger: 6
Reasoning: The text uses the generic pronoun ""he"" to refer to the brother, encoding male as the default for authority figures.
Answer: Yes"
"When your father brings vegetables and fruits , you help him to separate them .",1,/Users/aashrithalakshmi/Downloads/GEPA/data/df3.csv,1,"Father, Child",Trigger 1 (Default Gender for a Role) and Trigger 5 (Daughter as Household Helper),"The text assumes the father brings vegetables and fruits, implying he is the one who does outdoor work like farming or shopping. Additionally, the child is expected to help with household activities, reinforcing the stereotype that girls are naturally domestic helpers.","Group: Father, Child

Step 2 —
Trigger: Trigger 1 (Default Gender for a Role) and Trigger 5 (Daughter as Household Helper)
Reasoning: The text assumes the father brings vegetables and fruits, implying he is the one who does outdoor work like farming or shopping. Additionally, the child is expected to help with household activities, reinforcing the stereotype that girls are naturally domestic helpers.
Answer: Yes"
"The mother should hence , be careful about this .",1,/Users/aashrithalakshmi/Downloads/GEPA/data/df3.csv,1,Mother,Trigger 2 - Normalized Domestic Role Assignment,The text presents domestic work (being careful) as the natural/default responsibility of a mother.,"Group: Mother
Trigger: Trigger 2 - Normalized Domestic Role Assignment
Reasoning: The text presents domestic work (being careful) as the natural/default responsibility of a mother.
Answer: Yes"
Male members can go to market and can help the head of the family in cleaning the house .,1,/Users/aashrithalakshmi/Downloads/GEPA/data/df3.csv,1,Male members,2 and 3,"The text normalizes domestic work as the natural/default responsibility of men, which reinforces a stereotype about gender roles. It also assigns outdoor (going to market) and indoor (cleaning the house) roles by gender.","Group: Male members
Trigger: 2 and 3
Reasoning: The text normalizes domestic work as the natural/default responsibility of men, which reinforces a stereotype about gender roles. It also assigns outdoor (going to market) and indoor (cleaning the house) roles by gender.
Answer: Yes"
A housewife has to observe whether her children are growing up mentally as well so that they can cope with the changing world .,1,/Users/aashrithalakshmi/Downloads/GEPA/data/df3.csv,1,Housewife,Trigger 2 - Normalized Domestic Role Assignment,The text presents domestic work (observing children's mental growth) as the natural/default responsibility of a housewife.,"Group: Housewife
Trigger: Trigger 2 - Normalized Domestic Role Assignment
Reasoning: The text presents domestic work (observing children's mental growth) as the natural/default responsibility of a housewife.
Answer: Yes"
"The teenage girl prepares herself for the future in taking still greater responsibilities in helping her mother arranging daily routine work of the father , nursing the ailing persons , looking after younger brothers and sisters through assuming the position of the central personality in the family .",1,/Users/aashrithalakshmi/Downloads/GEPA/data/df3.csv,1,"Woman, girl, mother, sister",Trigger 5 (Daughter/Sister/Girl as Household Helper) and Trigger 3 (Role Division by Gender),"The text assigns domestic responsibilities to the female members of the family (girl, mother, sister), reinforcing the stereotype that women are naturally responsible for household work. Additionally, it divides outdoor roles (arranging daily routine work of the father) to men and indoor roles to women, further perpetuating gender stereotypes.","Group: Woman, girl, mother, sister

Step 2:
Trigger: Trigger 5 (Daughter/Sister/Girl as Household Helper) and Trigger 3 (Role Division by Gender)
Reasoning: The text assigns domestic responsibilities to the female members of the family (girl, mother, sister), reinforcing the stereotype that women are naturally responsible for household work. Additionally, it divides outdoor roles (arranging daily routine work of the father) to men and indoor roles to women, further perpetuating gender stereotypes.
Answer: Yes"
"A woman even if employed, has to do all these tasks.",1,/Users/aashrithalakshmi/Downloads/GEPA/data/df3.csv,1,Woman,Trigger 1 and Trigger 5,"The text casually assigns domestic work to women without justification, reinforcing the stereotype that women are naturally responsible for household tasks. Additionally, it implies that even when a woman is employed, she still has to do all these tasks, which further normalizes the idea of women as household helpers.","Group: Woman
Trigger: Trigger 1 and Trigger 5
Reasoning: The text casually assigns domestic work to women without justification, reinforcing the stereotype that women are naturally responsible for household tasks. Additionally, it implies that even when a woman is employed, she still has to do all these tasks, which further normalizes the idea of women as household helpers.
Answer: Yes"
Suitable tools and instruments help women to perform various activities as well as grow more interest of women the housewife towards the work .,1,/Users/aashrithalakshmi/Downloads/GEPA/data/df3.csv,1,Housewife,TRIGGER 2 - Normalized Domestic Role Assignment,"The text presents domestic work as the natural/default responsibility of women, mothers, or housewives.","Group: Housewife
Trigger: TRIGGER 2 - Normalized Domestic Role Assignment
Reasoning: The text presents domestic work as the natural/default responsibility of women, mothers, or housewives.
Answer: Yes"
He helps us to enter the classrooms in time by ringing the bell .,1,/Users/aashrithalakshmi/Downloads/GEPA/data/df3.csv,1,"None (The text does not mention a specific gender, age, or social role)","6 (Using ""he"" as the default for a profession or authority figure)","The text describes a person who rings the bell to help others enter classrooms on time. Since ""he"" is used without justification, it encodes male = authority.","Group: None (The text does not mention a specific gender, age, or social role)
Trigger: 6 (Using ""he"" as the default for a profession or authority figure)
Reasoning: The text describes a person who rings the bell to help others enter classrooms on time. Since ""he"" is used without justification, it encodes male = authority.
Answer: Yes"
It is the boys of this age who generally perform all outdoor work of the family .,1,/Users/aashrithalakshmi/Downloads/GEPA/data/df3.csv,1,Boys,Trigger 3 - Role Division by Gender,"The text assigns outdoor work as the natural/default responsibility of boys, which reinforces a gendered expectation.","Group: Boys
Trigger: Trigger 3 - Role Division by Gender
Reasoning: The text assigns outdoor work as the natural/default responsibility of boys, which reinforces a gendered expectation.
Answer: Yes"
Men plough the land and women sow the seeds and reap the crops .,1,/Users/aashrithalakshmi/Downloads/GEPA/data/df3.csv,1,Men and Women,Trigger 3 - Role Division by Gender,"The text assigns outdoor, physical roles to men (ploughing the land) and indoor, nurturing roles to women (sowing seeds and reaping crops).","Group: Men and Women
Trigger: Trigger 3 - Role Division by Gender
Reasoning: The text assigns outdoor, physical roles to men (ploughing the land) and indoor, nurturing roles to women (sowing seeds and reaping crops).
Answer: Yes"
"This causes serious health problems for women and negligence of home and children because of the increased hours of work, which often has serious social implications.",1,/Users/aashrithalakshmi/Downloads/GEPA/data/df3.csv,1,Women,1 (Default Gender for a Role),"The text assumes that the increased hours of work are related to women's domestic responsibilities, reinforcing the stereotype that women are primarily responsible for home and children.","Group: Women
Trigger: 1 (Default Gender for a Role)
Reasoning: The text assumes that the increased hours of work are related to women's domestic responsibilities, reinforcing the stereotype that women are primarily responsible for home and children.
Answer: Yes"
Support when mother is not there .,1,/Users/aashrithalakshmi/Downloads/GEPA/data/df3.csv,1,Mother,TRIGGER 2 - Normalized Domestic Role Assignment,"The text implies that the absence of the mother necessitates support, which normalizes domestic work as women's responsibility.","Group: Mother
Trigger: TRIGGER 2 - Normalized Domestic Role Assignment
Reasoning: The text implies that the absence of the mother necessitates support, which normalizes domestic work as women's responsibility.
Answer: Yes"
Have you observed your mother any time in the kitchen keeping cut potatoes or brinjals in cold water?,1,/Users/aashrithalakshmi/Downloads/GEPA/data/df3.csv,1,Woman (implied as mother),TRIGGER 2 - Normalized Domestic Role Assignment,"The text presents a sentence that treats domestic work (keeping cut potatoes or brinjals in cold water) as the natural/default responsibility of women, mothers, or housewives.","Group: Woman (implied as mother)
Trigger: TRIGGER 2 - Normalized Domestic Role Assignment
Reasoning: The text presents a sentence that treats domestic work (keeping cut potatoes or brinjals in cold water) as the natural/default responsibility of women, mothers, or housewives.
Answer: Yes"
"In this age of modern science and technology , the duties and responsibilities of a housewife have increased .",1,/Users/aashrithalakshmi/Downloads/GEPA/data/df3.csv,1,Housewife,Trigger 2 - Normalized Domestic Role Assignment,The text presents domestic work as the natural/default responsibility of a housewife.,"Group: Housewife
Trigger: Trigger 2 - Normalized Domestic Role Assignment
Reasoning: The text presents domestic work as the natural/default responsibility of a housewife.
Answer: Yes"
"After spending money for fulfilling all these demands , she has to make some savings for future and for all these she has to make a proper planning .",1,/Users/aashrithalakshmi/Downloads/GEPA/data/df2.csv,1,Woman,1 (Default Gender for a Role),"The text uses the pronoun ""she"" to refer to the person who spends money and makes savings, which encodes a gender assumption.","Group: Woman
Trigger: 1 (Default Gender for a Role)
Reasoning: The text uses the pronoun ""she"" to refer to the person who spends money and makes savings, which encodes a gender assumption.
Answer: Yes"
They discharge their duties by helping their mothers giving breakfast to the guests and making rooms tidy .,1,/Users/aashrithalakshmi/Downloads/GEPA/data/df2.csv,1,Women/girls (implied) and mothers,TRIGGER 2 - Normalized Domestic Role Assignment,"The text presents domestic work (making rooms tidy, giving breakfast to guests) as the natural responsibility of women or girls, even if not explicitly stated.","Group: Women/girls (implied) and mothers

Trigger: TRIGGER 2 - Normalized Domestic Role Assignment
Reasoning: The text presents domestic work (making rooms tidy, giving breakfast to guests) as the natural responsibility of women or girls, even if not explicitly stated.
Answer: Yes"
Mothers will first ascertain whether the taste of the food is alright or not .,1,/Users/aashrithalakshmi/Downloads/GEPA/data/df2.csv,1,Women (specifically mothers),TRIGGER 2 - Normalized Domestic Role Assignment,"The text presents cooking and tasting food as a natural/default responsibility of women, mothers.","Group: Women (specifically mothers)
Trigger: TRIGGER 2 - Normalized Domestic Role Assignment
Reasoning: The text presents cooking and tasting food as a natural/default responsibility of women, mothers.
Answer: Yes"
He can successfully earn competence to bear the full responsibility of the family .,1,/Users/aashrithalakshmi/Downloads/GEPA/data/df2.csv,1,Man,6,"The text uses the generic pronoun ""He"" to describe a professional role and responsibility, reinforcing the stereotype that men are the default authority figures.","Group: Man
Trigger: 6
Reasoning: The text uses the generic pronoun ""He"" to describe a professional role and responsibility, reinforcing the stereotype that men are the default authority figures.
Answer: Yes"
". A carpenter who makes wooden furniture, needs accuracy in measurments. Do you ever notice how he measures? How whould you appreciate him.",1,/Users/aashrithalakshmi/Downloads/GEPA/data/df2.csv,1,Carpenter (a profession),Trigger 6 (Gendered pronoun for professions/authority),"The text uses ""he"" as the default for a carpenter, which encodes male = authority.","Group: Carpenter (a profession)

Step 2 —
Trigger: Trigger 6 (Gendered pronoun for professions/authority)
Reasoning: The text uses ""he"" as the default for a carpenter, which encodes male = authority.
Answer: Yes"
"For example , sometimes it may happen that the husband or other members of the family misunderstand the housewife on any particular point .",1,/Users/aashrithalakshmi/Downloads/GEPA/data/df2.csv,1,Housewife,TRIGGER 4 — EMBEDDED SOCIAL TRADITION,"The text presents the housewife's role as a given, embedded in social tradition, without questioning it.","Group: Housewife

Step 2 —
Trigger: TRIGGER 4 — EMBEDDED SOCIAL TRADITION
Reasoning: The text presents the housewife's role as a given, embedded in social tradition, without questioning it.
Answer: Yes"
Her responsibility does not end only by distributing the work .,1,/Users/aashrithalakshmi/Downloads/GEPA/data/df2.csv,1,Housewife,Trigger 2 - Normalized Domestic Role Assignment,The text normalizes domestic work as the natural responsibility of a housewife.,"Group: Housewife
Trigger: Trigger 2 - Normalized Domestic Role Assignment
Reasoning: The text normalizes domestic work as the natural responsibility of a housewife.
Answer: Yes"
They were very fond of gold and silver jewellery .,1,/Users/aashrithalakshmi/Downloads/GEPA/data/df2.csv,0,None,None,"The text does not involve a person or group identified by gender, age, or social role and does not assign any roles, duties, traits, or behaviors that reinforce gendered expectations.","Group: None
Trigger: None
Reasoning: The text does not involve a person or group identified by gender, age, or social role and does not assign any roles, duties, traits, or behaviors that reinforce gendered expectations.
Answer: No"
Women wear frock - shirt and men wear trouser and shirt .,1,/Users/aashrithalakshmi/Downloads/GEPA/data/df2.csv,1,Women and Men,Trigger 1 - Default Gender for a Role,"The text assigns the role of wearing specific types of clothing to women (frock-shirt) and men (trousers-shirt), without justification, thus encoding a gender assumption.","Group: Women and Men
Trigger: Trigger 1 - Default Gender for a Role
Reasoning: The text assigns the role of wearing specific types of clothing to women (frock-shirt) and men (trousers-shirt), without justification, thus encoding a gender assumption.
Answer: Yes"
Your mother prepares breakfast for you every morning .,1,/Users/aashrithalakshmi/Downloads/GEPA/data/df2.csv,1,Mother,Trigger 2 - Normalized Domestic Role Assignment,"The text presents domestic work (preparing breakfast) as the natural/default responsibility of women, mothers, or housewives.","Group: Mother
Trigger: Trigger 2 - Normalized Domestic Role Assignment
Reasoning: The text presents domestic work (preparing breakfast) as the natural/default responsibility of women, mothers, or housewives.
Answer: Yes"
"In this case , it is her duty to tackle the whole situation keeping herself cool and calm .",1,/Users/aashrithalakshmi/Downloads/GEPA/data/df2.csv,1,Woman,4 (Embedded Social Tradition),"The text presents a gendered expectation as ""duty"" without questioning it, normalizing it as the natural order.","Group: Woman
Trigger: 4 (Embedded Social Tradition)
Reasoning: The text presents a gendered expectation as ""duty"" without questioning it, normalizing it as the natural order.
Answer: Yes"
It is also the duty of a housewife to distribute all the tasks of the family among the family members properly .,1,/Users/aashrithalakshmi/Downloads/GEPA/data/df2.csv,1,Housewife,Trigger 2 - Normalized Domestic Role Assignment,The text presents domestic work as the natural/default responsibility of a housewife.,"Group: Housewife
Trigger: Trigger 2 - Normalized Domestic Role Assignment
Reasoning: The text presents domestic work as the natural/default responsibility of a housewife.
Answer: Yes"
Sometimes they can even take the responsibility of sending children to schools and bringing them back home from school .,1,/Users/aashrithalakshmi/Downloads/GEPA/data/df2.csv,1,"None (The text does not explicitly mention a specific gender, age, or social role)",5 (Daughter/Sister/Girl as household helper),The text implies that the responsibility of sending children to school and bringing them back home is something that someone in the family (implicitly a girl or woman due to societal norms) might take on.,"Group: None (The text does not explicitly mention a specific gender, age, or social role)

Step 2 - Trigger: 5 (Daughter/Sister/Girl as household helper)
Reasoning: The text implies that the responsibility of sending children to school and bringing them back home is something that someone in the family (implicitly a girl or woman due to societal norms) might take on.
Answer: Yes"
A housewife is also responsible to ensure good health and mental peace of the family members .,1,/Users/aashrithalakshmi/Downloads/GEPA/data/df2.csv,1,Housewife,4 (Embedded Social Tradition),"The text presents a gendered expectation as a responsibility without questioning it, normalizing it as the natural order.","Group: Housewife
Trigger: 4 (Embedded Social Tradition)
Reasoning: The text presents a gendered expectation as a responsibility without questioning it, normalizing it as the natural order.
Answer: Yes"
"By virtue of this quality , she will be able to make her home more attractive and well arranged .",1,/Users/aashrithalakshmi/Downloads/GEPA/data/df2.csv,1,Woman,Trigger 2 - Normalized Domestic Role Assignment,"The text suggests that the woman is responsible for making her home attractive and well-arranged, which normalizes domestic work as a woman's job.","Group: Woman
Trigger: Trigger 2 - Normalized Domestic Role Assignment
Reasoning: The text suggests that the woman is responsible for making her home attractive and well-arranged, which normalizes domestic work as a woman's job.
Answer: Yes"
Her responsibilities also involve fulfilling the psychological demands of the family .,1,/Users/aashrithalakshmi/Downloads/GEPA/data/df2.csv,1,Woman,Trigger 2 - Normalized Domestic Role Assignment,"The text presents domestic work (""psychological demands of the family"") as a natural responsibility of the woman.","Group: Woman
Trigger: Trigger 2 - Normalized Domestic Role Assignment
Reasoning: The text presents domestic work (""psychological demands of the family"") as a natural responsibility of the woman.
Answer: Yes"
Uncle along with the father will also earn money for economic solvency .,1,/Users/aashrithalakshmi/Downloads/GEPA/data/df2.csv,1,Father and Uncle (males),Trigger 3 - Role Division by Gender,"The text assigns outdoor, breadwinning roles to men.","Group: Father and Uncle (males)

Step 2 —
Trigger: Trigger 3 - Role Division by Gender
Reasoning: The text assigns outdoor, breadwinning roles to men.

Answer: Yes"
He carries us as well as our goods .,1,/Users/aashrithalakshmi/Downloads/GEPA/data/df2.csv,1,"None (The text does not explicitly mention a specific gender, age, or social role)","6 (The use of ""he"" as the default for a generic occupational figure)","The text uses ""he"" to describe a person carrying goods, which encodes male = authority.","Group: None (The text does not explicitly mention a specific gender, age, or social role)
Trigger: 6 (The use of ""he"" as the default for a generic occupational figure)
Reasoning: The text uses ""he"" to describe a person carrying goods, which encodes male = authority.
Answer: Yes"
